id_ousias,onoma_ousias
2037,"Binetrakin, Interferon Alfa, Dimethyl Sulfoxide, Molgramostim, Epidermal Growth Factor, Deoxyribonucleic Acid, Interferon Gamma, Interleukin-1, Interleukin-2, Ribonucleic Acid, Specific Nucleic Acid Sna-Hla I, Specific Nucleic Acid Sna-Hla Ii, Specific Nucleic Acid Sna-C2, Transforming Growth Factor Beta 1, Interleukin-6, Interleukin-7, Tumor Necrosis Factor-Alpha"
2038,"Binetrakin, Interferon Alfa, Dimethyl Sulfoxide, Molgramostim, Epidermal Growth Factor, Deoxyribonucleic Acid, Interferon Gamma, Interleukin-1, Interleukin-2, Ribonucleic Acid, Specific Nucleic Acid Sna-Hla I, Specific Nucleic Acid Sna-Hla Ii, Specific Nucleic Acid Sna-Cl1a, Specific Nucleic Acid Sna-Cl1b, Transforming Growth Factor Beta 1, Interleukin-6, Interleukin-7, Tumor Necrosis Factor-Alpha"
2039,"Binetrakin, Interferon Alfa, Dimethyl Sulfoxide, Molgramostim, Epidermal Growth Factor, Deoxyribonucleic Acid, Interferon Gamma, Interleukin-1, Interleukin-2, Ribonucleic Acid, Specific Nucleic Acid Sna-Hla I, Specific Nucleic Acid Sna-Hla Ii, Specific Nucleic Acid Sna-Cl2, Transforming Growth Factor Beta 1, Interleukin-6, Interleukin-7, Tumor Necrosis Factor-Alpha"
2040,Binimetinib
2041,Bioactive Concentrate Of Small Marine Fish
2042,Biotin
2043,Biotin Sodium
2044,"Biotin, Calcium Pantothenate, Cyanocobalamin, Nicotinamide, Riboflavin, Thiamine Nitrate, Pyridoxine Hydrochloride"
2045,"Biotin, Zinc Gluconate"
2046,Biperiden Hydrochloride
2047,Biperiden Lactate
2048,Bis(L-Histidinato)zink 2 H2o
2049,Bisacodyl
2050,Bisacodyl Bp
2051,Bisacodyl Ph. Eur.
2052,Bisbutylcarboethylene
2053,Bismuth
2054,Bismuth Gluconate
2055,Bismuth Oxide
2056,"Bismuth Oxide, Zinc Oxide Pheur, Balsam Peru Ph.Eur."
2057,Bismuth Subgallate
2058,"Bismuth Subgallate, Charcoal, Activated, Citric Acid Monohydrate"
2059,Bismuth Subnitrate
2060,"Bismuth Subnitrate Bpc, Iodoform Bpc"
2061,Bismuth Subsalicylate
2062,"Bismuth Tribromophenate, Cade Oil"
2063,"Bismutum Subnitricum Dil. 10, Carbo Vegetabilis Dil. D 10, Cinchona Pubescens Dil. D6, Gentiana Lutea Dil. D 3, Solanum Dulcamara Dil. D 4, Stibium Sulfuratum Nigrum Dil. D 10, Veratrum Album Dil. D 4, Phosphorus Dil. D10"
2064,"Bismutum Subnitricum Trit D2, Capsicum Annuum Trit D5, Robinia Pseudoacacia Trit D5, Acidum Arsenicosum Trit D5, Iris Trit. D3"
2065,"Bismutum Subnitricum Trit. D 3, Carbo Vegetabilis Trit. D 3, Ferrum Metallicum Trit. D 3, Lycopodium Clavatum Trit. D 4, Natrium Chloratum Trit. D3, Stibium Sulfuratum Nigrum Trit. D4, Strychnos Nux-Vomica Trit D4"
2066,Bisoprolol
2067,Bisoprolol Fumarate
2068,Bisoprolol Fumarate Ph. Eur.
2069,"Bisoprolol Fumarate, Acetylsalicylic Acid"
2070,"Bisoprolol Fumarate, Amlodipine"
2071,"Bisoprolol Fumarate, Amlodipine Besilate"
2072,"Bisoprolol Fumarate, Hydrochlorothiazide"
2073,"Bisoprolol Fumarate, Perindopril Arginine"
2074,"Bisoprolol Fumarate, Ramipril"
2075,Bisoprolol Hemifumarate
2076,Bisphenol A-Glycidyl Methacrylate
2077,Bisulepin Hydrochloride
2078,"Bitter Candytuft Fresh Plant Extract, Matricaria Liquid Extract, Menthae Piperitae Folium, Melissae Folii Dry Aqueous Extract, Glycyrrhiza Glabra Root, Carvi Extractum Fluidum"
2079,Bitter Fennel Oil
2080,"Bitter-Orange Epicarp And Mesocarp, Caraway Fruit, Gentian Root, Lupuli Flos, Taraxaci Radix, Essential Oil Of Peppermint, Cinnamomi Cortex"
2081,"Bitter-Orange Epicarp And Mesocarp, Menyanthidis Trifoliatae Folium, Clove, Gentian Root, Matricariae Flos, Menthae Piperitae Folium, Rosemary Leaf, Anisi Stellati Fructus, Carlinae Radix, Verbascum Flower, Cimicifugae Rhizoma, Agrimoniae Herba, Centaurii Herba, Angelica, Ginger Root, Glycyrrhiza Glabra, Myrrh, Valerianae Radix, Ocimum Basilicum Flowering Top, Centaurea Benedicta Flowering Top, Litsea Cubeba Fruit, Oregano, Nutmeg, Lesser Galangal Root, Cardamom Seeds, Cinnamomi Cortex, Ash, Theriak, Zedoariae Rhizoma"
2082,Bivalirudin
2083,Blatella Germanica
2084,Blatella Germanica | Codeine Phosphate | Histamine Dihydrochloride | Water For Injection
2085,Bleomycin
2086,Bleomycin Sulfate
2087,Bleomycin Sulfate Ph. Eur.
2088,Blinatumomab
2089,Blomia Tropicalis
2090,Blomia Tropicalis Extract
2091,Blomia Tropicalis | Codeine Phosphate | Histamine Dihydrochloride | Water For Injection
2092,"Blomia Tropicalis, Depigmented Polymerized Extract"
2093,Boehmite
2094,"Boldine, Extract Of Rosemary, Senna Leaf Dry Extract"
2095,"Borago Officinalis E Foliis Ferm 34b Dil. D5 (Hab, Vs. 34b), Cuprum Aceticum Dil. D5 Aquos. (Hab, Vs. 5b), Ductus Thoracicus Bovis Gl Dil. D5 (Hab, Vs. 41c), Mesenchym Bovis Gl Dil. D5 (Hab, Vs. 41b), Renes Bovis Gl Dil. D5 (Hab, Vs. 41a), Textus Connectivus Bovis Gl Dil. D5 (Hab, Vs. 41b), Funiculus Umbilicalis Bovis Gl Dil. D5 (Hab, Vs. 41b)"
2096,"Borago Officinalis E Foliis Ferm 34b Ø (Hab, Vs. 34b), Hamamelis Virginiana E Foliis Ferm 33d Ø (Hab, Vs. 33d), Quercus Robur/Petraea E Cortice, Decoctum Ø (Hab, Vs. 23a)"
2097,"Borago Officinalis E Foliis Ferm 34b Ø (Hab, Vs. 34b), Hamamelis Virginiana E Foliis Ferm 33d Ø (Hab, Vs. 33d), Quercus Robur/Petraea E Cortice, Decoctum Ø (Hab, Vs. 23a) (Eingeengt Auf 20 Mg), Silybum Marianum E Fructibus Ferm 36 Ø (Hab, Vs. 36), Aesculus Hippocastanum E Semine Ferm 34c Ø (Hab, Vs. 34c)"
2098,"Borago Officinalis Ex Herba La 20% (Hab, Vs. 12c)"
2099,Borax
2100,Boric Acid
2101,"Boric Acid, Borax"
2102,"Boric Acid, Calendula Officinalis Mother Tincture, Phytolacca Decandra Mother Tincture, Benzoin Siam Mother Tincture, Bryonia Mother Tincture"
2103,"Boric Acid, Carbaethopendecinium Bromide, Borax"
2104,"Boric Acid, Peppermint Oil, Eucalyptus Oil"
2105,"Boric Acid, Peppermint Oil, Methyl Salicylate, Thymol, Heavy Kaolin Bp"
2106,"Boric Acid, Peppermint Oil, Zinc Oxide"
2107,"Boric Acid, Phenol, Resorcinol"
2108,"Boric Acid, Salicylic Acid"
2109,"Boric Acid, Sodium Borate"
2110,Bornaprine Hydrochloride
2111,"Borneol, Camphene, Menthone, Cineole, Menthol, Leavo, Beta Pinene, Alpha Pinene"
2112,Bortezomib
2113,Bos Spp. (713)
2114,Bosentan
2115,Bosentan Monohydrate
2116,Bosutinib
2117,Bosutinib Dihydrate
2118,Botrytis Cinerea
2119,Botrytis Cinerea | Codeine Phosphate | Histamine Dihydrochloride | Water For Injection
2120,"Botulinum Antitoxin Type A, Botulinum Antitoxin Type B, Botulinum Antitoxin Type E"
2121,Botulinum Toxin Type A For Injection Ph. Eur.
2122,"Botulinum Toxin, Type A, Purified Neurotoxin Component"
2123,Bovine Bile Extract
2124,Bramble Blackberry Leaf
2125,Brassica Napus L.
2126,Brassica Napus L. | Codeine Phosphate | Histamine Dihydrochloride | Water For Injection
2127,Brassica Nigra
2128,"Brassica Nigra E Semine W 10% (Hab, Vs. 12f Mit Raffiniertem Erdnussöl), Bryonia Cretica Ferm 33b Ø, Equisetum Arvense Ex Herba Ferm 35b Ø (Hab, Vs. 35b), Formica Rufa Ex Animale Toto Gl Ø (Hab, Vs. 41c), Beeswax, Yellow, D-Camphor, Honey, Aesculus Hippocastanum E Semine Ferm 34c Ø (Hab, Vs. 34c)"
2129,Brassica Nigra | Codeine Phosphate | Histamine Dihydrochloride | Water For Injection
2130,Brassica Oleracea Var. Botrytrisso
2131,Brassica Rapa Var. Rapa Pollen
2132,Brensocatib
2133,Brentuximab Vedotin
2134,Bretovameran
2135,Brexpiprazole
2136,Brexucabtagene Autoleucel
2137,Brigatinib
2138,Brilliant Green
2139,Brimonidine Tartrate
2140,Brinzolamide
2141,"Brinzolamide, Brimonidine Tartrate"
2142,"Brinzolamide, Timolol"
2143,Brivaracetam
2144,Brivudine
2145,Brodalumab
2146,Brolucizumab
2147,Bromazepam
2148,"Bromazepam, Propantheline Bromide"
2149,Brome Pollen
2150,Bromelains
2151,Bromfenac
2152,Bromhexine
2153,Bromhexine Hydrochloride
2154,Bromhexine Hydrochloride Bp
2155,"Bromhexine Hydrochloride, Ephedrine Hydrochloride"
2156,"Bromhexine Hydrochloride, Extractum Fluidum Aquosum (1:3) Ex: Plantagini Lanceolate Folium Et Verbasci Floribus"
2157,"Bromhexine Hydrochloride, Oxymetazoline Hydrochloride"
2158,"Bromhexine Hydrochloride, Sulfamethoxazole, Trimethoprim"
2159,"Bromhexine Hydrochloride, Sulfamethoxazole, Trimethoprim, Tolu Balsam Extract"
2160,Bromocriptine
2161,Bromocriptine Mesilate
2162,Bromopride
2163,Bromperidol
2164,Bromperidol Decanoate
2165,Bromperidol Lactate
2166,"Brompheniramine Maleate, Paracetamol, Caffeine"
2167,"Brompheniramine Maleate, Paracetamol, Calcium Ascorbate Dihydrate, Caffeine"
2168,"Bronchi Bovis Gl Dil. D16 (Hab, Vs. 41b), Bryonia Cretica Ferm 33b Dil. D7, Eupatorium Cannabinum Ex Herba Ferm 33c Dil. D7 (Hab, Vs. 33c), Larynx Bovis Gl Dil. D16 (Hab, Vs. 41b), Tunica Mucosa Nasi Bovis Gl Dil. D13 (Hab, Vs. 41a), Plantago Lanceolata E Foliis Ferm 34c Dil. D5 (Hab, Vs. 34c), Pyrit Dil. D14 Aquos."
2169,"Bronchus Suis D10, Bronchus Suis D200, Bronchus Suis D30"
2170,Bronopol
2171,Brotizolam
2172,"Brucella Melitensis Extractum Cellulae (Lyophil., Steril.) D6"
2173,"Bryonia C3, Arisaema Triphyllum C3, Atropa Bella-Donna C6, Calendula Officinalis C6, Kalium Bichromicum C6, Aconitum Napellus C3, Ferrum Phosphoricum C6, Hepar Sulfuris C6, Mercurius Solubilis Hahnemanni C6, Populus Candicans C6, Euspongia Officinalis C6"
2174,"Bryonia C3, Pulsatilla Vulgaris C6, Rumex Crispus C6, Euspongia Officinalis C3, Lobaria Pulmonaria C3, Kalium Stibyltartaricum C6, Dactylopius Coccus C3, Drosera C3, Ipeca C3"
2175,"Bryonia C3, Pulsatilla Vulgaris C6, Rumex Crispus C6, Psychotria Ipecacuanha C3, Euspongia Officinalis C3, Lobaria Pulmonaria C3, Kalium Stibyltartaricum C6, Dactylopius Coccus C3, Drosera Rotundifolia Mother Tincture"
2176,"Bryonia C3, Pulsatilla Vulgaris C6, Rumex Crispus C6, Psychotria Ipecacuanha C3, Euspongia Officinalis C3, Lobaria Pulmonaria C3, Kalium Stibyltartaricum C6, Myocardium C6, Dactylopius Coccus C3, Drosera Mother Tincture"
2177,"Bryonia C3, Rumex Crispus C6, Euspongia Officinalis C3, Lobaria Pulmonaria C3, Kalium Stibyltartaricum C6, Myocardium C6, Dactylopius Coccus C3, Pulsatilla Pratensis C6, Ipeca C3, Drosera Mother Tincture"
2178,"Bryonia C3, Rumex Crispus C6, Lobaria Pulmonaria C3, Kalium Stibyltartaricum C6, Drosera C3, Dactylopius Coccus C4, Ipeca C3, Euspongia Officinalis C4"
2179,"Bryonia C5, Aluminium Oxydatum C5, Myristica Fragrans C5"
2180,"Bryonia Cretica D10, Bryonia Cretica D1000, Bryonia Cretica D15, Bryonia Cretica D200, Bryonia Cretica D30, Bryonia Cretica D4, Citrullus Colocynthis D10, Citrullus Colocynthis D200, Citrullus Colocynthis D30, Citrullus Colocynthis D5, Lycopodium Clavatum D10, Lycopodium Clavatum D1000, Lycopodium Clavatum D200, Lycopodium Clavatum D30, Lycopodium Clavatum D5, Strychnos Nux-Vomica D10, Strychnos Nux-Vomica D1000, Strychnos Nux-Vomica D15, Strychnos Nux-Vomica D200, Strychnos Nux-Vomica D30, Strychnos Nux-Vomica D4, Bryonia Cretica D6"
2181,"Bryonia Cretica D3, Euspongia Officinalis D6, Stibium Sulfuratum Aurantiacum D6, Psychotria Ipecacuanha D4, Eucalyptus Globulus D3, Drosera Rotundifolia D3"
2182,"Bryonia Cretica D3, Melilotus Officinalis D3, Acidum Silicicum D12, Atropa Bella-Donna D3, Natrium Carbonicum D3, Thuja Occidentalis D12, Gelsemium Sempervirens D3, Spigelia Anthelmia D3"
2183,"Bryonia Cretica D4, Causticum D6, Camphora D6, Eucalyptus Globulus D6, Eupatorium Perfoliatum D4, Baptisia Tinctoria D6, Ferrum Phosphoricum D8, Gelsemium Sempervirens D6, Aconitum Napellus D6, Sabadilla D6"
2184,"Bryonia Cretica D8, Arnica Montana D6, Acidum Arsenicosum D10, Argentum Nitricum D10, Baptisia Tinctoria D6, Euphorbium D8, Aconitum Napellus D5, Cortisonum Aceticum D15, Hepar Sulfuris D12, Hydrargyrum Bichloratum D8, Lachesis D 12, Phosphorus D10, Pulsatilla Pratensis D10, Sanguinaria Canadensis D6, Staphylococcus Nosode D20, Streptococcus Haemolyticus Nosode D20, Sulfur D10, Thuja Occidentalis D10, Gelsemium Sempervirens D8, Grippeimpfstoff Nosode D15, Pyrogenium Nosode D200, Phytolacca Americana D8, Rhus Toxicodendron D6, Zincum Metallicum D12, Echinacea D3, Eupatorium Perfoliatum D8"
2185,"Bryonia Cretica Ferm 33b Dil. D2, Apis Mellifica Ex Animale Toto Gl Dil. D4 (Hab, Vs. 41c)"
2186,"Bryonia Cretica Ferm 33b Dil. D5, Tartarus Stibiatus Dil. D7 Aquos. (Hab, Vs. 5b), Vivianit Dil. D7, Pulmo Bovis Gl Dil. D16 (Hab, Vs. 41a)"
2187,"Bryonia Cretica Ferm 33b Dil. D7, Aconitum Napellus E Tubere Ferm 33c Dil. D5 (Hab, Vs. 33c)"
2188,"Bryonia D10, Bryonia D1000, Bryonia D15, Bryonia D2, Bryonia D200, Bryonia D30, Bryonia D6, Citrullus Colocynthis D10, Citrullus Colocynthis D200, Citrullus Colocynthis D3, Citrullus Colocynthis D30, Lycopodium Clavatum D10, Lycopodium Clavatum D1000, Lycopodium Clavatum D200, Lycopodium Clavatum D3, Lycopodium Clavatum D30, Strychnos Nux-Vomica D10, Strychnos Nux-Vomica D1000, Strychnos Nux-Vomica D15, Strychnos Nux-Vomica D2, Strychnos Nux-Vomica D200, Strychnos Nux-Vomica D30"
2189,"Bryonia D10, Bryonia D1000, Bryonia D15, Bryonia D200, Bryonia D30, Bryonia D4, Bryonia D6, Citrullus Colocynthis D10, Citrullus Colocynthis D200, Citrullus Colocynthis D30, Citrullus Colocynthis D4, Lycopodium Clavatum D10, Lycopodium Clavatum D1000, Lycopodium Clavatum D200, Lycopodium Clavatum D30, Lycopodium Clavatum D4, Strychnos Nux-Vomica D10, Strychnos Nux-Vomica D1000, Strychnos Nux-Vomica D15, Strychnos Nux-Vomica D200, Strychnos Nux-Vomica D30, Strychnos Nux-Vomica D6"
2190,"Bryonia D3, Aconitum Napellus D3, Eupatorium Perfoliatum D2, Lachesis D11, Phosphorus D4"
2191,"Bryonia D4, Arnica Montana D4, Ledum Palustre D3, Acidum Sulfuricum D6, Argentum Metallicum D12"
2192,"Bryonia D4, Kalium Carbonicum D6, Ranunculus Bulbosus D4"
2193,"Bryonia D4, Ledum Palustre D4, Arnica Dil. D4, Acidum Sulfuricum D6, Argentum Metallicum D12, Causticum Hahnemanni D12"
2194,"Bryonia D4, Stannum Metallicum D10"
2195,"Bryonia D6, Aconitum Napellus D6, Gentiana Lutea D1, Ferrum Phosphoricum D12, Acidum Lacticum D12"
2196,"Bryonia Dil. D15, Solanum Dulcamara Dil. D10, Ledum Palustre Dil. D10, Colchicum Dil. D6, Berberis Dil. D3, Phytolacca Americana Dil. D6"
2197,"Bryonia Dil. D2, Gnaphalium Polycephalum Dil. D2, Berberis Vulgaris Mother Tincture, Rhus Toxicodendron Dil. D8, Phytolacca Dil. D3, Rhododendron Dil. D6"
2198,"Bryonia Dil. D30, Bryonia Dil. D200, Bryonia Dil. D1000, Bryonia Cretica Dil. D12"
2199,"Bryonia Dil. D6, Fabiana Imbricata Dil. D4, Dulcamara Dil. D4, Rhus Toxicodendron Dil. D4, Symphytum Dil. D6, Ledum D4 Dil."
2200,"Bryonia Dioica, Arisaema Triphyllum C3, Atropa Bella-Donna C6, Calendula Officinalis C6, Kalium Bichromicum C6, Aconitum Napellus C3, Ferrum Phosphoricum C6, Hepar Sulfuris C6, Populus Candicans C6, Mercurius Solubilis, Spongia Tosta"
2201,"Bryonia Dioica, Atropa Bella-Donna, Bromine, Arisaema Triphyllum C3, Arnica Montana C3, Pulsatilla Vulgaris C3, Mercurius Solubilis, Spongia Tosta, Phytolacca Americana"
2202,"Bryonia Trit. D 3, Arnica Montana D3, Rhus Toxicodendron Trit. D4"
2203,"Bryonia Trit. D 3, Ferrum Phosphoricum Trit D 2, Belladonna Trit. D3, Aconitum Trit. D3, Gelsemium Trit. D3"
2204,"Bryonia Trit. D 3, Lycopodium Clavatum Trit. D 3, Ptelea Trifoliata Trit. D 3, Silybum Marianum Trit. D 3, Yucca Filamentosa Trit. D3, Veronicastrum Virginicum Trit. D3, Sulfur Trit. D4"
2205,"Bryonia Trit. D 3, Phytolacca Americana Trit D 4, Ledum Palustre Trit. D2, Guajacum Ø"
2206,"Bryonia Trit. D 3, Thuja Occidentale Trit. D 12, Acidum Silicicum Trit. D12, Atropa Bella-Donna Trit D3, Gelsemium Sempervirens Trit D3, Melilotus Officinalis Trit D3, Spigelia Anthelmia Trit D3, Natrium Carbonicum D3"
2207,Bryophyllum Argento Cultum Dil. D2
2208,"Bryophyllum Argento Cultum Rh Dil. D2, Bryophyllum Argento Cultum Rh Dil. D3"
2209,Bryophyllum Argento Cultum Rh Dil. D3
2210,"Bryophyllum Dil. D1, Cimicifuga Racemosa, Ethanol. Decoctum Dil. D5, Leonurus Cardiaca 3b Dil. D2, Onopordum Acanthium, Flos Rec., Ethanol. Digestio 1:3,1 Cum 1 % Hyoscyamus Ø, Primula Veris, Flos Rec., Ethanol. Digestio 1:3,1 Cum 1 % Hyoscyamus Ø"
2211,"Bryophyllum Rh Dil. D5, Conchae Dil. D7 Aquos."
2212,"Bryophyllum, Folium Rec., Aqu. Extr. 1:1,1"
2213,"Buclizine Hydrochloride, Codeine Phosphate, Paracetamol Dc 96 %"
2214,"Buclizine Hydrochloride, Codeine Phosphate, Paracetamol Dc 96 % | Codeine Phosphate, Paracetamol Dc 96 %"
2215,"Buclizine Hydrochloride, Paracetamol, Codeine Phosphate"
2216,"Buclizine Hydrochloride, Paracetamol, Codeine Phosphate Hemihydrate"
2217,Budesonide
2218,"Budesonide, Formoterol Fumarate Dihydrate"
2219,"Budesonide, Formoterol Fumarate Dihydrate Ph.Eur."
2220,"Budesonide, Glycopyrronium Bromide, Formoterol Fumarate Dihydrate"
2221,"Budesonide, Micronised"
2222,"Budesonide, Micronised, Formoterol Fumarate Dihydrate Ph.Eur."
2223,"Budesonide, Salmeterol"
2224,Buffered Phosphate Solution | Mertiatide
2225,Bulevirtide
2226,Bumetanide
2227,Bupivacaine
2228,Bupivacaine Hydrochloride
2229,"Bupivacaine Hydrochloride Bp, Adrenaline Acid Tartrate Bp"
2230,Bupivacaine Hydrochloride Monohydrate
2231,Bupivacaine Hydrochloride Ph.Eur.
2232,"Bupivacaine Hydrochloride, Anhydrous"
2233,"Bupivacaine Hydrochloride, Epinephrine"
2234,"Bupivacaine Hydrochloride, Epinephrine Bitartrate"
2235,"Bupivacaine Hydrochloride, Fentanyl"
2236,"Bupivacaine Hydrochloride, Fentanyl Citrate"
2237,"Bupivacaine Hydrochloride, Glucose Monohydrate"
2238,"Bupivacaine Hydrochloride, Methylprednisolone Acetate"
2239,"Bupivacaine Hydrochloride, Morphine Hydrochloride"
2240,"Bupivacaine Hydrochloride, Morphine Hydrochloride Trihydrate"
2241,Buprenorphine
2242,Buprenorphine Hydrochloride
2243,"Buprenorphine, Naloxone"
2244,"Buprenorphine, Naloxone Hydrochloride Dihydrate"
2245,Bupropion
2246,Bupropion Hydrochloride
2247,"Bupropion Hydrochloride, Naltrexone Hydrochloride"
2248,Burosumab
2249,Buserelin Acetate
2250,Buspirone
2251,Buspirone Hydrochloride
2252,Busulfan
2253,"Butacaine, Dimercaprol"
2254,"Butalbital, Propyphenazone, Caffeine"
2255,Butamirate Citrate
2256,"Butamirate Citrate, Guaifenesin"
2257,"Butizide, Potassium Canrenoate"
2258,Butoconazole Nitrate
2259,Butyl Glycidyl Ether
2260,"Butyl Parahydroxybenzoate, Ethyl Parahydroxybenzoate E214, Methyl Parahydroxybenzoate, Propyl Parahydroxybenzoate"
2261,Butylhydroxyanisole
2262,Butylhydroxytoluene
2263,"Butylhydroxytoluene, Cod-Liver Oil, Sodium Bituminosulfonate Light"
2264,Butylscopolamine
2265,"Bärlauchblätter-Pulver, Mistelkraut-Pulver, Weißdornblätter-Pulver, Weißdornblüten-Pulver"
2266,"Bärlauchblätter-Pulver, Mistelkraut-Pulver, Weißdornfrüchte-Pulver, Weißdornblüten-Pulver"
2267,C1 Esterase Inhibitor (Human)
2268,Cabazitaxel
2269,Cabazitaxel 2-Propanol Solvate
2270,Cabergoline
2271,Cabotegravir
2272,Cabozantinib
2273,"Cactus (=selenicereus Grandiflorus) Trit. D1, Nitroglycerinum Trit. D4, Rauwolfia Trit. D2, Viscum Albumtrit. D1"
2274,"Cactus Dil. D1, Leonurus Cardiaca Mother Tincture, Nerium Oleander D4, Valeriana Officinalis Ø, Crataegus Mother Tincture"
2275,"Cactus Dil. D1, Strophantus Gratus Dil. D4, Crataegus Mother Tincture"
2276,"Cactus Mother Tincture, Strophanthus Gratus Dil. D2, Aurum Metallicum Dil. D6"
2277,"Cafedrine Hydrochloride, Theodrenaline Hydrochloride"
2278,Caffeine
2279,Caffeine Citrate
2280,"Caffeine Citrate, Glyceryl Trinitrate"
2281,"Caffeine Ph. Eur., Paracetamol Ph. Eur."
2282,"Caffeine, Acetylsalicylic Acid Ph. Eur."
2283,"Caffeine, Cola Extract, Crataegi Cum Valerianae Tinctura, Convallariae Tinctura Titrata"
2284,"Caffeine, Paracetamol Dc 90 %"
2285,"Cajuput Oil, Camphor, Menthol Ph. Eur., Clove Oil Ph. Eur."
2286,"Cajuput Oil, Cineole, Menthol Bp, Methyl Salicylate Bp, Camphor Bp"
2287,"Caladium Seguinum C5, Lobelia Inflata C5, Strychnos Nux-Vomica C15, Delphinium Staphisagria C15"
2288,"Calcarea Carbonica Ostrearum, Calcarea Fluorica, Calcarea Phosphorica, Sulfur Iodatum"
2289,"Calcarea Formicica Trit. D2, Fragaria Vesca, Folium Sicc., Stibium Metallicum Praeparatum Trit. D5, Vitis Vinifera, Folium Sicc."
2290,"Calcarea Phosphorica D3, Sulfur Iodatum C4, Calcarea Carbonica Ostrearum D3, Calcium Fluoratum D3"
2291,Calcifediol
2292,Calcifediol Monohydrate
2293,Calcipotriol
2294,"Calcipotriol Monohydrate, Betamethasone Dipropionate (Ph. Eur.)"
2295,"Calcipotriol, Anhydrous"
2296,"Calcipotriol, Betamethasone Dipropionate (Ph. Eur.)"
2297,Calcitonin
2298,Calcitonin (Salmon)
2299,"Calcitonin Salmon, Synthetic"
2300,Calcitriol
2301,Calcium
2302,Calcium Acetate
2303,Calcium Acetate Anhydrous
2304,"Calcium Acetate D2, Alchemilla Vulgaris D2, Antimonium Crudum D5, Fucus Vesiculosus D2"
2305,Calcium Ascorbate
2306,Calcium Bromolactobionate
2307,Calcium Carbonate
2308,Calcium Carbonate Ph. Eur.
2309,Calcium Carbonate | Risedronate Monosodium
2310,Calcium Carbonate | Risedronate Sodium
2311,"Calcium Carbonate, Calcium Glycerophosphate"
2312,"Calcium Carbonate, Calcium Lactate Gluconate"
2313,"Calcium Carbonate, Calcium Lactate Gluconate Dihydrate"
2314,"Calcium Carbonate, Calcium Lactate Gluconate, Cholecalciferol Concentrate (Powder Form)"
2315,"Calcium Carbonate, Cholecalciferol Concentrate"
2316,"Calcium Carbonate, Cholecalciferol Concentrate (Powder Form)"
2317,"Calcium Carbonate, Cholecalciferol Concentrate | Risedronate Sodium"
2318,"Calcium Carbonate, Cholecalciferol Concentrate | Sodium Fluoride"
2319,"Calcium Carbonate, Magnesium Carbonate"
2320,"Calcium Carbonate, Magnesium Carbonate, Magnesium Trisilicate"
2321,"Calcium Carbonate, Magnesium Hydroxide"
2322,"Calcium Carbonicum D12, Calcium Fluoratum D12, Calcium Phosphoricum D12, Ferrum Phosphoricum D12, Podophyllum Peltatum D12, Matricaria Recutita D8"
2323,"Calcium Carbonicum D28, Cinchona Succirubra D4, Chelidonium Majus D5, Veratrum Album D4, Acidum Alpha-Ketoglutaricum D10, Acidum Fumaricum D10, Acidum Malicum D10, Acidum Oroticum Monohydricum D6, Avena Sativa D6, Cyanocobalaminum D4, Cynara Scolymus D6, Acidum Thiocticum D8, Colon Suis D10, Hepar Suis D8, Histaminum D10, Lycopodium Clavatum D4, Natrium Diethyloxalaceticum D10, Silybum Marianum D3, Taraxacum Officinale D4, Vesica Fellea Suis D10, Pancreas Suis D10, Sulfur D13, Thymus Suis D10, Duodenum Suis D10"
2324,Calcium Carbonicum D6
2325,"Calcium Carbonicum D8, Agnus Castus D3, Gelsemium Sempervirens D4, Cimicifuga Racemosa D4, Ambra Grisea D4, Kalium Carbonicum D4, Sepia Officinalis D8, Hypericum Perforatum D3"
2326,"Calcium Carbonicum D8, Atropa Bella-Donna D2, Matricaria Recutita D1, Plantago Major D3, Pulsatilla Pratensis D2"
2327,"Calcium Carbonicum D8, Belladonna D6, Matricaria Recutita D4, Plantago Major D4, Solanum Dulcamara D6, Pulsatilla Pratensis D6"
2328,"Calcium Carbonicum D8, Calcarea Phosphorica D4, Natrium Phosphoricum D4, Magnesium Phosphoricum D4, Calcium Iodatum D8, Juglans Pulvis D6, Rubia Tinctorum D6, Silicea D6, Ferrum Phosphoricum D4, Natrium Sulfuricum D6"
2329,"Calcium Carbonicum Hahnemanni C8, Calcium Phosphoricum D12, Matricaria Recutita D6, Magnesium Phosphoricum C6, Ferrum Phosphoricum C8"
2330,Calcium Carbonicum Hahnemanni D12
2331,"Calcium Carbonicum Hahnemanni D3, Calcarea Phosphorica D3, Sulfur Iodatum C4, Calcium Fluoratum D3"
2332,"Calcium Carbonicum Hahnemanni D6, Calcium Fluoratum D6, Calcarea Phosphorica D6, Sulfur Jodatum D12"
2333,"Calcium Carbonicum Hahnemanni D6, Delphinium Staphisagria D6, Calcium Fluoratum D6, Matricaria Recutita D4, Podophyllum Peltatum D6, Atropa Bella-Donna D8"
2334,"Calcium Carbonicum Hahnemanni D8, Matricaria Recutita D4, Plantago Major D4, Solanum Dulcamara D6, Pulsatilla Pratensis D6, Atropa Bella-Donna D6"
